24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Card Name,Short Name,Types,Attack Type,Damage Type,Damage,Minimum Range,Range,Move Points,Duration,Trigger,Keep,Trigger Effect,Trigger 2,Keep 2,Trigger Effect 2,Text,Flavor Text,Play Text,Trigger Text,Trigger Attempt Text,Trigger Succeed Text,Trigger Fail Text,Trigger Text 2,Trigger Attempt Text 2,Trigger Succeed Text 2,Trigger Fail Text 2,Component1,Params1,Component2,Params2,Component3,Params3,Component4,Params4,Component5,Params5,Params,Plus Minus,Quality,Quality Warrior,Quality Priest,Quality Wizard,Quality Dwarf,Quality Elf,Quality Human,Rarity,Function Tags,Attachment Image,Status,Audio Key,Audio Key 2,Set,Level,Slots,Art,,,,,,,,
401,Fright,,Handicap,,,,,,,1,,,,,,,<u>Trait</u>. Attach this card to yourself. You may not play Attack cards. Duration 1.,The worst forms of paralysis are those that come from within.,<aia> is *too scared to attack!*,,,,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,RestrictPlayComponent,cardTypes=Attack,,,,,trait,,E,E,D,E,,,,Common,,,Implemented,BAD_TRAIT,,0,5,"Weapon,Boots,Shield,Divine Item,Divine Weapon,Divine Armor,Heavy Armor,Arcane Item,Helmet,Staff,Elf Skill,Robes",Done,,,,,,,,
402,Fumble,,Handicap,,,,,,,,,,,,,,<u>Trait</u>. Discard your oldest card.,I cannot believe I just did that.,<aia> *drops something.*,,,,,,,,,DrawOnResolveComponent,,SelfDiscardOldestComponent,discardNumber=1,,,,,,,trait,,E,E,E,E,,,,Common,,,Implemented,BAD_TRAIT,,0,5,"Weapon,Boots,Shield,Divine Item,Divine Weapon,Divine Armor,Heavy Armor,Arcane Item,Helmet,Staff,Robes",done,,,,,,,,
403,Large Weapon,,Handicap,,,,,,,2,-4,0,Handicap,,,,<u>Trait</u>. Attach this card to yourself. Duration 2.,,<aia> is having trouble with that *large weapon.*,"When you play an Attack, if you are adjacent to Blocking terrain, cancel that Attack. <u>Saving Roll</u>. <u>Keep</u>.",,,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,CancelWhenPlayedComponent,cardType=Attack;blockTerrainTrigger,,,,,trait,,E,E,E,E,,,,Common,,,Implemented,BAD_TRAIT,HANDICAP,0,5,"Weapon,Divine Weapon,Staff",done,,,,,,,,
404,Loner,,Handicap,,,,,,,,,,,,,,<u>Trait</u>. Take 2 Psychic Magic damage for each character within 2 squares. This damage cannot be prevented by Armor.,,"<aia> *wants some privacy*, damn it!",,,,,,,,,DrawOnResolveComponent,,DamageSelfComponent,damage=0;attackType=Magic;damageType=Psychic;damagePerActor=2;actorDistance=2;blockedByArmor=false,,,,,,,trait,,E,E,E,E,,,,Common,,,Implemented,BAD_TRAIT,,0,5,"Weapon,Boots,Shield,Divine Item,Divine Weapon,Divine Armor,Divine Skill,Heavy Armor,Arcane Item,Helmet,Staff,Robes,Elf Skill,Dwarf Skill,Human Skill",Done,,,,,,,,
405,Mind Leak,,Handicap,,,,,,,2,,,,,,,<u>Trait</u>. Attach this card to yourself. Duration 2.,,<aia> has *trouble keeping spells* in <aia_herhis> head.,"Whenever you take damage, you discard your oldest Magic card. ",,,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,DiscardTypeWhenDamagedComponent,attached;attackType=Magic;number=1,,,,,trait,,E,D,E,E,,,,Common,,,Implemented,BAD_TRAIT,HANDICAP,0,5,"Arcane Item,Arcane Skill,Robes,Staff,Divine Item,Divine Armor,Divine Weapon,Divine Skill",Done,,,,,,,,
406,Obvious Maneuver,Obv. Maneuv.,Handicap,,,,,,,,,,,,,,"<u>Trait</u>. Reveal your hand. When playing against the Game Master, don't draw a card to replace this.",,<aia> *shows everyone* <aia_herhis> cards,,,,,,,,,DrawOnResolveComponent,notVsGM,RevealHandComponent,selfReveal,,,,,,,trait,,E,E,E,E,,,,Common,,,Implemented,BAD_TRAIT,,0,5,"Weapon,Boots,Shield,Divine Item,Divine Weapon,Divine Armor,Heavy Armor,Arcane Item,Helmet,Staff,Dwarf Skill,Human Skill,Robes,Elf Skill",done,,,,,,,,
407,Ouch!,,Handicap,,,,,,,,,,,,,,<u>Trait</u>. Reveal all Attack cards in your hand. Take 2 Piercing Melee damage for each card revealed this way.,,<aia> becomes *careless with <aia_herhis> weapons.*,,,,,,,,,DrawOnResolveComponent,,RevealHandAndDamageComponent,affectsInstigator;cardType=Attack;damagePerCard=2;attackTypeToApply=Melee;damageTypeToApply=Piercing,,,,,,,trait,,E,E,E,E,,,,Common,,,Implemented,BAD_TRAIT,,0,5,"Weapon,Divine Weapon,Martial Skill,Helmet",done,,,,,,,,
408,Rejuvenation,,Boost,,,,,,,3,,,,,,,<u>Trait</u>. Attach this card to yourself. Duration 3.,,,At the start of each round you <u>Heal 2</u>. ,,,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,AttachedHealComponent,healAmount=2,,,,,trait,,AA,B,A,AA,,,,Common,,,Implemented,GOOD_TRAIT,BOOST,0,1,Dwarf Skill,Done,,,,,,,,
409,Repulsive,,Handicap,,,,,,,2,,,,,,,<u>Trait</u>. Duration 2.,,<aia> is *repulsive* to sight!,"At the start of each round, <u>Push 1</u> all characters within 5 squares. Characters must move further from you. ",,<tta> pushes everyone away!,,,,,,DrawOnResolveComponent,,EveryActorComponent,within=5,MoveTargetComponent,movePoints=1,,,,,trait,,A,C,B,A,,,,Common,,,,BAD_TRAIT,HANDICAP,0,14,Human Skill,Done,,,,,,,,
410,Scared Little Monkey,Scared Monkey,Handicap,,,,,,,1,,,,,,,<u>Trait</u>. Attach this card to yourself. You may not play Attack cards. Duration 1.,,<aia> is *too scared to attack!*,,,,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,RestrictPlayComponent,cardTypes=Attack,,,,,trait,,D,,,,,,,Common,,,,BAD_TRAIT,,0,,,Done,,,,,,,,
411,Slippery,,Boost,,,,,,,3,,,,,,,<u>Trait</u>. Attach this card to yourself. Duration 3.,,,"At the start of each round you Move 3, <u>Free Move</u>. This Move ignores Encumber effects.",,,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,MoveAtStartComponent,movePoints=3;freeMove;ignoreEncumber,,,,,trait,,A,A,A,A,,,,Common,,,Implemented,GOOD_TRAIT,BOOST,0,9,Elf Skill,Done,,,,,,,,
412,Spell Train,,Boost,,,,,,,,,,,,,,<u>Trait</u>. Attach this card to yourself. Duration 2.,,<aia> climbs on board the *spell train.*,"When you play a Magic card, draw a card. Discard that card if it isn't a Magic card.  ",,,,,,,,DrawOnResolveComponent,,,,,,,,,,trait,,A,D,C,A,,,,Rare,,,,GOOD_TRAIT,BOOST,0,27,"Arcane Skill,Divine Skill",Done,,,,,,,,
413,Squeamish,,Handicap,,,,,,,2,,,,,,,"<u>Trait</u>. Attach this card to yourself. When you play a card, you may not target a character whose health is less than or equal to the base damage of that card. Duration 2.",,<aia> can't stand the thought of *killing someone.*,,,,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,SqueamishComponent,,,,,,trait,,D,D,D,D,,,,Common,,,Implemented,BAD_TRAIT,,0,5,"Weapon,Boots,Shield,Divine Item,Divine Weapon,Divine Armor,Heavy Armor,Arcane Item,Helmet,Staff,Robes,Elf Skill,Human Skill",Done,,,,,,,,
414,Squishy,,Handicap,,,,,,,1,0,0,Handicap,,,,<u>Trait</u>. Attach this card to yourself. Duration 1.,,<aia> is *squishy* and easy to harm.,"When you take damage, add 2 to that damage. <u>Keep</u>.",,<tta> *takes extra damage!*,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,TriggeredExtraDamageComponent,attachedOnly;damageAdd=2,,,,,trait,,D,,,,,,,Common,,,Implemented,BAD_TRAIT,HANDICAP,0,,,Done,,,,,,,,
415,Superstitious,,Handicap,,,,,,,2,0,0,Handicap,,,,<u>Trait</u>. Attach this card to yourself. Duration 2.,,<aia> is easily *spooked by death*,"When any other character dies, you must discard your hand.",,,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,AttachedDiscardOnDeathComponent,,,,,,trait,,E,E,E,E,,,,Common,,,Implemented,BAD_TRAIT,HANDICAP,0,5,"Weapon,Boots,Shield,Divine Item,Divine Weapon,Divine Armor,Heavy Armor,Arcane Item,Helmet,Staff,Divine Skill,Robes,Elf Skill,Human Skill,Dwarf Skill",Done,,,,,,,,
416,Talented Healer,Talented Heal.,Boost,,,,,,,3,,,Boost,,,,<u>Trait</u>. Attach this card to yourself. Duration 3.,,<aia> shows <aia_HerselfHimself> to be a *talented healer*,Whenever you play a Heal card add <u>Cantrip</u> to that card and Heal 2 yourself.,,,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,TalentedHealerComponent,keyword=Heal;healAmount=2,,,,,trait,,B,D,B,D,,,,Uncommon,,,Implemented,GOOD_TRAIT,BOOST,0,7,Divine Skill,Done,,,,,,,,
417,Traveling Curse,Travel. Curse,Handicap,,,,,,,,,,,,,,<u>Trait</u>. Take 5 Unholy Magic damage. A random opponent shuffles this card into their deck.,,"<aia> is *cursed*, and then passes the curse along.",,,,,,,,,DrawOnResolveComponent,,DamageSelfComponent,damage=5;damageType=Unholy;attackType=Magic,DiscardToOpponentComponent,,,,,,trait,,E,E,E,E,,,,Common,,,Implemented,BAD_TRAIT,,0,5,"Weapon,Boots,Shield,Divine Item,Divine Weapon,Divine Armor,Heavy Armor,Arcane Item,Helmet,Staff,Robes",Done,,,,,,,,
418,Trip,,Handicap,,,,,,,1,,,,,,,<u>Trait</u>. Attach this card to yourself and <u>Halt</u>. Duration 1.,"Dungeon moss, dungeon slime, Orc blood... Somebody should put up a sign.",<aia> *trips*,,,,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,HaltComponent,,,,,,trait,,E,E,E,E,,,,Common,,,Implemented,BAD_TRAIT,,0,5,"Weapon,Boots,Shield,Divine Item,Divine Weapon,Divine Armor,Heavy Armor,Arcane Item,Helmet,Staff,Martial Skill,Robes,Human Skill,Dwarf Skill,Elf Skill",done,,,,,,,,
419,Vulnerable,,Handicap,,,,,,,2,0,0,Handicap,,,,<u>Trait</u>. Attach this card to yourself. Duration 2.,,<aia> becomes *oversensitive.*,"When you take damage, add 2 to that damage. <u>Keep</u>.",,<tta> *takes extra damage!*,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,TriggeredExtraDamageComponent,attachedOnly;damageAdd=2,,,,,trait,,E,E,E,E,,,,Common,,,Implemented,BAD_TRAIT,HANDICAP,0,5,"Weapon,Boots,Shield,Divine Item,Divine Weapon,Divine Armor,Heavy Armor,Arcane Item,Helmet,Staff,Robes,Human Skill,Dwarf Skill,Elf Skill",Done,,,,,,,,
420,Wimpy,,Handicap,,,,,,,2,0,0,Boost,,,,<u>Trait</u>. Attach this card to yourself. Duration 2.,,<aia> is a *wimp.*,"When you play an Attack, subtract 2 damage from it.",,"<tta> is feeble, and *does less damage.*",,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,DamageAddComponent,add=-2,,,,,trait,,D,E,D,D,,,,Common,,,Implemented,BAD_TRAIT,HANDICAP,0,5,"Weapon,Shield,Divine Item,Divine Weapon,Divine Armor,Heavy Armor,Helmet,Staff,Martial Skill,Human Skill",Done,,,,,,,,
421,Acid Pool,,Attack,Magic,Acid,,,8,,3,,,,,,,"<u>Burst 1</u>. Affected squares become Acid Terrain (<u>Stop</u>. At the start of each round, occupant discards all armor cards and takes 3 Acid damage). Duration 3.",,<aia> creates a *zone of bubbling acid!*,,,,,,,,,TargetSquareComponent,,BurstComponent,radius=1,AttachToSquareComponent,entryCost=-1,AttachedDestroyOccupantArmorComponent,cardType=Armor,AttachedDamageOccupantComponent,damage=3;damageType=Acid;triggerID=3,terrainOnly,,AAA,AA,AA,AAA,,,,Rare,HarmfulTerrain,AcidPool,Implemented,ACID_TERRAIN,,0,35,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
422,Acid Blast,,Attack,Magic,Acid,,,6,,2,,,,,,,"Target square becomes Acid Terrain (<u>Stop</u>. At the start of each round, occupant discards all armor cards and takes 3 Acid damage). Duration 2.",SSSSSSSssssss!,<aia> creates a *zone of bubbling acid!*,,,,,,,,,TargetSquareComponent,,AttachToSquareComponent,entryCost=-1,AttachedDestroyOccupantArmorComponent,cardType=Armor,AttachedDamageOccupantComponent,damage=3;damageType=Acid;triggerID=2,,,terrainOnly,+,C,,,,,,,Uncommon,HarmfulTerrain,AcidPool,Implemented,ACID_TERRAIN,,0,5,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
423,Hot Spot,,Attack,Magic,Fire,,,6,,2,,,,,,,"Target square becomes Lava Terrain (at the start of each round, occupant takes 8 Fire damage). Duration 2.",Kill it with fire.,<aia> creates a *zone of hot lava!*,,,,,,,,,TargetSquareComponent,,AttachedDamageOccupantComponent,damage=8;damageType=Fire,AttachToSquareComponent,entryCost=1,,,,,terrainOnly,,C,,,,,,,Common,HarmfulTerrain,Lava,Implemented,LAVA_TERRAIN,,0,5,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
424,Acid Spray,,Attack,Magic,Acid,3,,2,,2,,,,,,,"<u>Cone</u>. Affected squares become Acid Terrain (<u>Stop</u>. At the start of each round, occupant discards all armor cards and takes 3 Acid damage). Duration 2.",,<aia> sprays a *tiny cone of acid*,,,,,,,,,ConeComponent,,DamageComponent,,AttachToSquareComponent,entryCost=-1,AttachedDestroyOccupantArmorComponent,cardType=Armor,AttachedDamageOccupantComponent,damage=3;damageType=Acid;triggerID=3,,,B,B,B,B,,,,Uncommon,HarmfulTerrain,AcidPool,Implemented,ACID_TERRAIN,,0,2,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
425,Acid Jet,,Attack,Magic,Acid,3,,5,,2,,,,,,,"<u>Linear</u>. Affected squares become Acid Terrain (<u>Stop</u>. At the start of each round, occupant discards all armor cards and takes 3 Acid damage). Duration 2.",,<aia> sprays a *jet of acid*,,,,,,,,,LinearComponent,,DamageComponent,,AttachToSquareComponent,entryCost=-1,AttachedDestroyOccupantArmorComponent,cardType=Armor,AttachedDamageOccupantComponent,damage=3;damageType=Acid;triggerID=3,,,B,B,B,B,,,,Uncommon,HarmfulTerrain,AcidPool,Implemented,ACID_TERRAIN,,0,2,"Staff,Arcane Skill",Done,,,,,,,,
426,Blessed Beacon,Blessed Beac.,Assist,Magic,Holy,,,8,,3,,,,,,,Target square becomes Blessed Beacon terrain. At the start of each round adjacent characters <u>Heal 4</u> and draw a card.,Any light is welcome below ground. This one doubly so.,<aia> places a *beacon*,,,,,,,,,TargetSquareComponent,,,,,,,,,,terrainOnly,,A,A,A,A,,,,Rare,HelpfulTerrain,,,HOLY_TERRAIN,,0,20,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
427,Blink,,Utility,Magic,Arcane,,,10,,3,0,0,Boost,,,,Attach to target. Duration 3.,,<aia> sets <ata> to *blinking*,"At the start of each round, you Move 3, <u>Teleport</u>. <u>Keep</u>.",,<tta> *gets to teleport!*,,,,,,TargetActorComponent,,AttachToTargetComponent,,MoveAtStartComponent,movePoints=3;teleport,,,,,,,A,A,A,A,,,,Rare,Helpful,,Implemented,GENERIC_MAGIC,,0,29,"Arcane Item,Robes",Done,,,,,,,,
428,Caltrops,,Attack,Melee,Piercing,4,,2,,3,,,,,,,"<u>Burst 2</u>. Affected squares become Spiked Terrain (<u>Stop</u>. At the start of each round, occupant takes 6 points of Piercing damage). Duration 3.",,,,,,,,,,,TargetSquareComponent,,BurstComponent,radius=2,AttachToSquareComponent,entryCost=-1,AttachedDamageOccupantComponent,damage=6;damageType=Piercing,,,terrainOnly,,AA,B,AA,AAA,,,,Common,HarmfulTerrain,SpikeTerrain,Implemented,,,0,31,"Staff,Arcane Skill",Done,,,,,,,,
429,Stone Spikes,,Attack,Magic,Piercing,,,6,,2,,,,,,,"Target square becomes Spiked Terrain (<u>Stop</u>. At the start of each round, occupant takes 6 points of Piercing damage). Duration 2",,<aia> lays down *stone spikes*,,,,,,,,,TargetSquareComponent,,,,AttachToSquareComponent,,AttachedDamageOccupantComponent,damage=6;damageType=Piercing,,,terrainOnly,,D,,,,,,,Rare,HarmfulTerrain,SpikeTerrain,Implemented,,,0,5,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
430,Cleansing Burst,Cleans. Burst,Utility,Magic,Holy,,,6,,,,,,,,,Discard terrain attachments in target square. <u>Heal 2</u>. <u>Burst 1</u>. <u>Unblockable</u>.,The Monks of Joleph's impossibly spotless temples  hint at their true power.,<aia> *cleanses* a patch of ground,,,,,,,,,TargetSquareComponent,,BurstComponent,radius=1,DestroyTerrainAttachmentsComponent,,HealComponent,healAmount=2,,,unblockable,,B,B,B,B,,,,Uncommon,,,Implemented,GENERIC_MAGIC,,0,6,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
431,Cleansing Presence,Cleans. Pres.,Utility,Magic,Holy,,,,,,,,,,,,Discard terrain attachments in your square and all adjacent squares. <u>Heal 1</u> all allies in those squares.,"Stay close, this foulness cannot harm us while we stand here.",<aia> *cleanses* the area around <aia_herselfhimself>!,,,,,,,,,SelfTargetSquareComponent,radius=1,DestroyTerrainAttachmentsComponent,,HealComponent,healAmount=1,,,,,alliedOccupantsOnly,,D,D,D,D,,,,Uncommon,,,Implemented,GENERIC_MAGIC,,0,6,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
432,Cleansing Ray,,Utility,Magic,Holy,,,8,,,,,,,,,"Discard terrain attachment in target square and <u>Heal 2</u> to any character in that square. If this card discards a terrain attachment, draw a card. <u>Unblockable</u>.",,<aia> *cleanses* a single square,,,,,,,,,TargetSquareComponent,,DestroyTerrainAttachmentsComponent,drawOnDestroy=1,HealComponent,healAmount=2,,,,,unblockable,,C,C,C,C,,,,Rare,,,Implemented,GENERIC_MAGIC,,0,6,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
433,Consecrate Ground,Cons. Ground,Assist,Magic,Holy,,,8,,3,,,,,,,"Target Square becomes Blessed Terrain (at the start of each round, occupant Heals 2 and draws a card). Duration 3.",,<aia> *consecrates the ground*,,,,,,,,,TargetSquareComponent,,AttachToSquareComponent,entryCost=1,AttachedOccupantDrawComponent,drawNumber=1,AttachedHealOccupantComponent,healAmount=2;triggerID=2,,,terrainOnly,,A,A,A,A,,,,Uncommon,HelpfulTerrain,HolyGround,Implemented,HOLY_TERRAIN,,0,9,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
434,Enabling Ray,,Assist,Magic,Arcane,,,10,,3,,,,,,,Attach to target. Duration 3. Your hand size is increased by 2.,,<aia> *enables* <ata>,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,,,,,,,,,A,A,A,A,,,,Common,Helpful,,Implemented,GENERIC_MAGIC,,0,25,"Arcane Item,Staff,Arcane Skill",Done,,,,,,,,
435,Extend,,Utility,Magic,Holy,,,8,,,,,,,,,Add one to the duration of all attachments attached to target square or character in that square.,Just. . . A bit. . .Longerrrrrr... ,<aia> *extends* the length of effects,,,,,,,,,TargetSquareComponent,,DecreaseAgeComponent,extension=1,,,,,,,,,C,C,C,C,,,,Uncommon,,,Implemented,HOLY,,0,32,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
436,Gusts of War,,Attack,Magic,Arcane,1,,4,,,,,,,,,Choose up to 2 targets. <u>Slide 2</u>.,"When you can't muster a wind, try a gust instead.",<aia> conjures *gusts of war*,,,,,,,,,TargetedDamageComponent,numberTargets=2,MoveTargetComponent,movePoints=2;slide,,,,,,,dontProvokeTurn,,A,B,A,A,,,,Uncommon,,,Implemented,WIND,,0,3,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
437,Magic in the Air,Magic in Air,Assist,Magic,Arcane,,,,,,,,,,,,"All characters draw a card, discarding that card immediately if it isn't a Magic card. <u>Unblockable</u>.",,There's *magic in the air!*  Can you feel it?,,,,,,,,,EveryActorComponent,alliesFirst,DrawCardTypeEffectComponent,limit=1;attackType=Magic,,,,,,,unblockable,,B,D,B,B,,,,Rare,,,Implemented,GENERIC_MAGIC,,0,27,"Arcane Item,Staff,Arcane Skill",Done,,,,,,,,
438,Mesmerising Beacon,Mesm. Beacon,Attack,Magic,Arcane,,,8,,3,,,,,,,Target square becomes Mesmerising Beacon terrain. You control all movement cards played when any character is adjacent to the beacon.  ,,<aia> lays down a *mesmerising beacon*,,,,,,,,,TargetSquareComponent,,,,,,,,,,terrainOnly,,A,A,A,A,,,,Common,HarmfulTerrain,,,,,0,22,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
439,Mud Pit,,Attack,Magic,Arcane,,,8,,3,,,,,,,<u>Burst 1</u>. Affected squares become Mud Terrain (<u>Stop</u>. Target may not block while in Mud). Duration 3.,,<aia> lays down a *pool of mud*,,,,,,,,,TargetSquareComponent,,BurstComponent,radius=1,AttachToSquareComponent,,AttachedOccupantCantBlockComponent,,,,terrainOnly,,A,A,A,A,,,,Uncommon,HarmfulTerrain,MudTerrain,Implemented,MUD_TERRAIN,,0,19,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
440,Painful Beacon,,Attack,Magic,Slashing,,,5,,3,,,,,,,Target square becomes Painful Beacon terrain (<u>Stop</u> when adjacent. At the start of each round adjacent characters take 7 Slashing damage).,,<aia> lays down a *painful beacon*,,,,,,,,,TargetSquareComponent,,,,,,,,,,terrainOnly,,A,A,A,A,,,,Common,HarmfulTerrain,,,,,0,20,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
441,Perplexing Ray,Perplex. Ray,Attack,Magic,,,,8,,,,,,,,,Target discards a random card.,Now did I bring six arrows or five? In all this confusion I clean forgot. ,,,,,,,,,,TargetActorComponent,,DiscardRandomlyComponent,discardNumber=1,,,,,,,,,B,B,B,B,,,,Uncommon,Harmful,,Implemented,GENERIC_MAGIC,,0,6,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
442,Purge,,Utility,Magic,Holy,,,8,,,,,,,,,Discard all enemy cards and all of your handicap cards attached to target character. <u>May Self Target</u>.,,<aia> *purges* <ata_or_herselfhimself>,,,,,,,,,TargetActorComponent,allowInstigatorTarget,DestroyAttachmentsComponent,enemyAttachments,,,,,,,,,D,D,D,D,,,,Common,,,Implemented,HOLY,,0,6,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",done,,,,,,,,
443,Redistribute,,Utility,Magic,Holy,,,10,,,,,,,,,Attach all cards attached to target character to another target character.<br /><u>May Self Target</u>.,,<aia> *redistributes*,,,,,,,,,TargetActorComponent,numberTargets=2;uniqueTargets=true;exactTargetCount;allowInstigatorTarget,TransferAttachmentsComponent,,,,,,,,,,B,B,B,B,,,,Rare,,,Implemented,HOLY,,0,35,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
444,Short Perplexing Ray,Short P. Ray,Attack,Magic,Arcane,,,4,,,,,,,,,Target discards a random card then you Move 1.,Wait a second... What was I doing? And who are you?!,<aia> *perplexes* <ata>!,,,,,,,,,TargetActorComponent,,DiscardRandomlyComponent,discardNumber=1,SelfMoveComponent,movePoints=1,,,,,,,B,B,B,B,,,,Rare,Harmful,,Implemented,GENERIC_MAGIC,,0,6,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
445,Smoke Bomb,,Utility,Magic,Arcane,,,6,,2,,,,,,,<u>Burst 2</u>. Affected squares become Smoke Terrain (no line of sight through Smoke Terrain). Duration 2.,,<aia> releases a *smoke bomb*,,,,,,,,,TargetSquareComponent,,BurstComponent,radius=2,AttachToSquareComponent,entryCost=1,BlockLOSTerrainComponent,LOSOnly;throughOnly,,,terrainOnly,,B,B,B,B,,,,Common,,SmokeTerrain,Implemented,SMOKE_BOMB,,0,16,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
446,Swap,,Utility,Magic,Arcane,,,12,,,,,,,,,Choose two target characters; exchange their positions.,Let's see how you like it over here.,<ata> *switch places!*,,,,,,,,,SwapComponent,,,,,,,,,,,,B,A,B,B,,,,Rare,,,Implemented,GENERIC_MAGIC,,0,31,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
447,Telekinesis,,Utility,Magic,Arcane,,,4,,,,,,,,,"<u>Slide 2</u>, <u>Teleport</u>.",Telekinesis is the first step to true teleportation.,<aia> *slides <ata> with <aia_herhis> mind.*,,,,,,,,,TargetActorComponent,,MoveTargetComponent,movePoints=2;slide;teleport,,,,,,,dontProvokeTurn,,C,C,C,C,,,,Rare,,,Implemented,GENERIC_MAGIC,,0,3,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
448,Teleport Other,T-port Other,Utility,Magic,Arcane,,,8,,,,,,,,,<u>Push 3</u>. <u>Teleport</u>.,,<aia> *teleports* <ata>,,,,,,,,,TargetActorComponent,,MoveTargetComponent,movePoints=3;teleport,,,,,,,dontProvokeTurn,,B,B,B,B,,,,Rare,,,Implemented,GENERIC_MAGIC,,0,29,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
